acc_num,eng_name,rus_name,description,date_from,date_to,notes,material,technique,size
ОГ-373121,,"Карикатура.Три монарха - прусский, русский и австрийский, танцующие краковяк. The last Cracovienne. As Danced by Prussia, Russia and Austria.","Карикатура.Три монарха - прусский, русский и австрийский, танцующие краковяк. The last Cracovienne. As Danced by Prussia, Russia and Austria.",,,Дата отсутствует,Бумага; гравюра на дереве,,"20,5х26 см"
ОГ-373128,Russian Bear. - I won't go home…,,"Две карикатуры на Николая I на одном листе. May the evening's diversion bear the morning's reflection. ""Russian Bear. - I won't go home…"".",,,Дата отсутствует,Бумага; гравюра на дереве,,"20,5х26 см"
ОГ-373131,,"Карикатура. The Royal fagin of France instructing his boys. Louis Philippe swallowing the spanish oystes, and awarding the shells.","Карикатура. The Royal fagin of France instructing his boys. Louis Philippe swallowing the spanish oystes, and awarding the shells.",,,Дата отсутствует,Бумага; гравюра на дереве,,"32,5х26,3 см"
ОГ-373143,"Mens turpe, corpore turpi",,"Карикатура на Павла I. The Magnanimous Ally. - Painted at Petersburg. Published January 20, 1801. London. ""Mens turpe, corpore turpi"".",1801,1801,,Офорт раскрашенный,,"32,5х25 см"
ОГ-373145,,Карикатура. Corsican Whipping Top in full Spin!!!,Карикатура. Corsican Whipping Top in full Spin!!!,,,Дата отсутствует,Офорт раскрашенный,,"30х31,3 см"
ОГ-373124,,Карикатура. Its jour first play my Lord.,Карикатура. Its jour first play my Lord.,,,Дата отсутствует,Бумага; ксилография,,"17,5х22,8 см"
ОГ-32867,Courier Francois,,"Карикатура: ""Courier Francois"".",1700,1800,,Бумага,гравюра офортом,"32х45,5 см"
ОГ-32868,Сourier Anglois,,"Карикатура: ""Сourier Anglois"".",1700,1800,,Бумага,мягкий лак,31х44 см
ОГ-32869,John Jehu L'Inghilterra,,"Карикатура: ""John Jehu L'Inghilterra"".",1700,1800,,Бумага,гравюра офортом,"27,5х18,2 см"
ОГ-32870,Monsieur Le Fouet La Francia,,"Карикатура: ""Monsieur Le Fouet La Francia"" Publ... 6th March 1772... New Bond Street"".",1700,1800,,Бумага,гравюра офортом,"27,5х18,5 см"
ОГ-32871,The St James's Macaroni,,"Карикатура: ""The St James's Macaroni"".",1700,1800,,Бумага,гравюра офортом,"27х18,5 см"
ОГ-32872,The Fish-Street Macaroni,,"Карикатура: ""The Fish-Street Macaroni"".",1700,1800,,Бумага,гравюра офортом,"27,5х18,5 см"
ОГ-32873,The Village Barber. L.M. L'Inghilterra,,"Карикатура: ""The Village Barber. L.M. L'Inghilterra"".",1700,1800,,Бумага,гравюра офортом,"26,5х18 см"
ОГ-32874,The Dog Barber La Francia,,"Карикатура: ""The Dog Barber La Francia"".",1700,1800,,Бумага,гравюра офортом,27х18 см
